region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,custcat,churn
1,58,70,0,2,9.000,3,24,1.000,1,1,0,1,1,1,23.300,0.000,48.350,29.750,35.150,1384.450,0.000,2632.400,1730.000,1975.700,1,0,0,1,0,0,0,1,0,2,0
1,23,35,1,0,23.000,2,1,0.000,0,5,0,0,0,0,6.700,0.000,0.000,0.000,0.000,153.900,0.000,0.000,0.000,0.000,0,0,0,0,1,0,1,1,0,3,0
2,26,39,1,15,58.000,4,9,0.000,1,2,1,0,1,1,8.650,21.250,0.000,6.500,19.650,210.600,567.550,0.000,145.000,493.850,0,0,0,1,1,0,1,1,0,3,0
1,38,37,1,1,52.000,1,20,0.000,1,4,1,0,1,1,12.200,41.500,0.000,18.750,54.400,532.550,1686.300,0.000,705.000,2051.100,1,1,1,0,1,1,1,1,0,4,0
1,35,66,1,44,14.000,3,12,1.000,1,2,1,0,0,0,4.700,31.000,0.000,0.000,0.000,202.500,1135.000,0.000,0.000,0.000,0,0,0,0,1,1,1,1,0,3,0
2,37,50,0,9,110.000,2,21,0.000,1,1,1,0,1,0,9.650,28.500,0.000,11.250,0.000,364.050,992.400,0.000,375.000,0.000,0,0,0,0,1,1,1,1,0,3,0
2,48,43,1,1,60.000,2,12,0.000,0,2,1,1,1,0,15.500,19.250,29.600,31.500,0.000,719.700,905.150,1500.750,1495.000,0.000,1,0,0,0,0,1,0,0,0,2,0
3,13,43,1,1,123.000,3,21,0.000,0,5,1,1,1,0,3.850,23.000,33.050,6.750,0.000,55.050,317.500,439.300,75.000,0.000,0,0,1,1,1,1,1,0,1,4,0
1,72,63,1,29,15.000,5,31,1.000,0,2,0,0,1,0,20.600,0.000,0.000,31.250,0.000,1547.450,0.000,0.000,2180.000,0.000,1,0,0,0,0,0,1,1,0,3,0
1,30,27,0,4,47.000,4,2,0.000,1,2,0,0,1,0,10.750,0.000,0.000,21.250,0.000,296.900,0.000,0.000,600.000,0.000,1,0,0,1,0,0,0,0,0,2,1
1,24,43,0,14,138.000,4,11,0.000,1,1,1,0,1,1,6.650,20.250,0.000,8.000,24.650,130.600,445.600,0.000,180.000,551.150,1,0,0,1,1,1,0,1,0,3,0
2,25,51,1,20,359.000,3,29,0.000,0,2,1,1,1,1,5.750,27.500,39.200,40.500,21.400,163.750,676.150,881.450,975.000,475.550,0,1,1,0,1,1,1,1,0,4,0
2,50,52,0,30,214.000,3,22,0.000,0,1,1,1,1,1,11.500,26.250,40.700,12.000,48.300,610.350,1287.700,1943.000,530.000,2412.750,1,1,0,1,1,1,1,1,1,4,0
2,28,40,0,7,64.000,1,19,0.000,0,1,1,0,0,0,6.000,27.500,0.000,0.000,0.000,167.650,722.500,0.000,0.000,0.000,0,0,0,0,1,0,0,1,0,3,0
3,34,51,0,8,50.000,4,14,0.000,0,1,0,0,1,0,16.150,0.000,0.000,15.750,0.000,531.350,0.000,0.000,480.000,0.000,0,1,0,0,0,0,0,0,1,1,0
1,48,32,0,2,88.000,3,9,0.000,0,1,1,0,1,1,6.150,33.750,0.000,29.750,44.750,307.650,1603.800,0.000,1390.000,2119.350,1,1,1,1,1,1,1,1,0,4,0
2,42,36,1,8,86.000,2,15,0.000,1,2,0,1,0,0,9.800,0.000,30.600,0.000,0.000,436.450,0.000,1222.300,0.000,0.000,1,0,0,0,0,0,0,0,0,2,0
3,67,65,1,30,17.000,1,29,1.000,1,2,1,0,1,0,21.700,26.250,0.000,12.000,0.000,1384.050,1721.250,0.000,785.000,0.000,1,0,0,0,1,0,1,0,0,3,0
1,17,41,1,7,25.000,2,17,0.000,0,3,0,1,0,0,6.450,0.000,29.000,0.000,0.000,114.300,0.000,449.950,0.000,0.000,0,0,0,1,1,1,1,0,1,3,0
1,29,38,1,19,46.000,2,6,0.000,0,2,0,1,0,0,8.350,0.000,22.950,0.000,0.000,248.600,0.000,584.900,0.000,0.000,1,0,0,0,0,0,0,0,1,2,0
3,66,61,0,26,361.000,1,40,0.000,1,1,0,0,1,0,12.750,0.000,0.000,38.500,0.000,782.000,0.000,0.000,2615.000,0.000,1,0,0,0,0,0,0,1,0,2,0
2,1,21,0,1,18.000,3,0,0.000,1,1,0,1,0,0,2.700,0.000,32.700,0.000,0.000,2.700,0.000,32.700,0.000,0.000,0,0,0,1,0,0,0,1,1,1,1
1,28,33,1,3,14.000,4,1,0.000,0,3,1,1,0,1,4.550,15.750,33.000,0.000,23.950,145.950,504.900,869.850,0.000,618.650,1,0,1,1,0,1,1,0,1,4,1
1,15,35,1,5,34.000,3,8,0.000,0,2,0,1,0,0,5.150,0.000,25.550,0.000,0.000,110.550,0.000,350.250,0.000,0.000,1,0,0,1,0,0,0,0,1,2,1
2,12,64,0,13,9.000,2,6,1.000,1,1,1,1,1,0,3.800,30.000,32.800,8.500,0.000,52.850,317.750,376.600,95.000,0.000,0,0,0,1,1,1,1,1,1,3,0
3,48,49,0,18,39.000,2,5,0.000,1,1,1,1,1,1,7.000,24.500,42.800,23.500,30.750,399.750,1229.600,2099.350,1140.000,1394.500,1,1,1,0,1,1,1,1,0,4,1
2,59,25,1,4,18.000,3,2,0.000,0,4,0,1,1,0,20.100,0.000,32.550,22.750,0.000,1251.400,0.000,1882.650,1415.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,8,26,1,1,25.000,4,1,0.000,0,2,0,1,0,0,3.150,0.000,20.050,0.000,0.000,29.900,0.000,138.400,0.000,0.000,0,0,0,1,0,0,0,0,1,1,1
1,45,52,0,15,46.000,5,8,0.000,1,1,0,0,1,0,9.400,0.000,0.000,8.750,0.000,402.100,0.000,0.000,395.000,0.000,1,0,0,0,0,0,0,0,1,2,1
1,25,39,1,8,94.000,4,11,0.000,1,4,0,1,0,0,3.950,0.000,30.750,0.000,0.000,95.200,0.000,681.200,0.000,0.000,1,0,0,0,0,0,0,0,0,2,1
1,21,44,1,4,26.000,3,2,0.000,0,2,1,1,1,1,7.550,41.000,42.350,23.500,35.750,160.650,863.300,890.750,485.000,702.950,0,1,1,1,1,1,1,1,0,4,0
2,17,68,1,1,335.000,1,35,0.000,1,3,1,0,1,1,3.550,18.750,0.000,29.250,27.900,70.250,285.900,0.000,525.000,422.850,0,1,1,0,1,1,1,1,0,4,0
2,41,45,0,14,25.000,3,6,0.000,0,1,0,1,1,1,7.800,0.000,42.400,14.000,23.200,370.800,0.000,1675.700,535.000,945.300,0,0,0,1,0,0,1,1,1,1,1
1,13,45,1,3,99.000,3,8,0.000,1,2,0,0,1,0,8.700,0.000,0.000,23.750,0.000,103.400,0.000,0.000,240.000,0.000,0,1,0,1,1,0,1,0,0,3,1
2,1,26,1,3,30.000,2,7,0.000,1,5,0,1,0,0,1.050,0.000,15.400,0.000,0.000,1.050,0.000,15.400,0.000,0.000,0,0,0,0,0,0,0,0,1,1,1
3,3,31,1,4,35.000,2,2,0.000,1,3,1,1,0,1,4.350,12.750,34.050,0.000,21.500,11.000,30.200,75.300,0.000,28.500,0,1,1,1,1,0,1,0,1,4,1
1,23,27,1,2,51.000,5,1,0.000,1,2,0,1,0,0,3.900,0.000,24.150,0.000,0.000,94.950,0.000,574.350,0.000,0.000,0,1,0,0,0,0,0,0,0,1,1
3,26,42,0,20,49.000,3,13,0.000,0,1,1,1,1,1,3.500,25.000,43.650,24.500,27.700,82.300,638.100,1054.400,625.000,633.400,1,1,1,1,1,1,1,1,1,4,1
1,37,51,1,15,54.000,1,15,0.000,0,3,1,0,1,0,9.550,16.500,0.000,8.250,0.000,323.650,614.150,0.000,225.000,0.000,1,0,0,0,0,1,0,1,0,3,0
3,5,30,0,3,46.000,4,7,0.000,0,1,0,1,0,0,4.300,0.000,32.100,0.000,0.000,17.550,0.000,121.550,0.000,0.000,1,0,0,1,0,0,0,0,1,2,1
1,32,27,1,3,91.000,4,1,0.000,1,3,1,1,1,1,5.500,16.000,42.650,3.750,41.300,189.050,543.150,1247.300,100.000,1269.100,0,1,1,1,1,0,0,1,1,4,1
3,12,22,0,1,23.000,4,0,0.000,0,2,0,0,0,0,4.050,0.000,0.000,0.000,0.000,33.750,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,1,0
1,72,54,1,6,345.000,1,32,0.000,0,2,0,0,1,0,75.450,0.000,0.000,18.250,0.000,5464.600,0.000,0.000,1305.000,0.000,1,0,0,0,0,1,0,1,0,3,0
3,3,25,1,2,45.000,4,0,0.000,1,2,1,1,0,0,3.000,15.750,31.150,0.000,0.000,9.150,53.050,87.600,0.000,0.000,0,0,0,1,0,0,0,0,1,1,1
1,54,43,0,12,53.000,2,12,0.000,0,1,1,0,1,0,14.350,32.250,0.000,16.750,0.000,775.900,1749.400,0.000,845.000,0.000,1,0,0,0,1,1,1,1,0,3,0
2,26,26,0,2,14.000,2,6,0.000,1,1,1,1,0,1,7.800,36.500,38.700,0.000,27.900,204.250,884.200,914.500,0.000,764.550,1,0,1,1,1,0,1,1,1,4,1
3,14,36,0,13,67.000,5,4,0.000,1,1,0,1,0,0,14.050,0.000,25.100,0.000,0.000,187.400,0.000,303.600,0.000,0.000,0,0,0,1,0,1,0,0,0,1,0
3,22,51,0,27,49.000,3,1,0.000,0,1,0,1,1,0,9.000,0.000,30.450,17.500,0.000,150.700,0.000,649.100,370.000,0.000,0,0,1,0,0,0,1,0,1,1,0
3,65,47,1,18,37.000,1,15,0.000,1,4,0,0,1,0,19.050,0.000,0.000,14.000,0.000,1174.600,0.000,0.000,900.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,26,45,0,18,33.000,1,9,0.000,0,1,1,0,1,0,9.600,24.250,0.000,11.250,0.000,285.350,563.500,0.000,295.000,0.000,0,0,0,0,0,0,0,1,0,1,0
1,20,37,0,5,46.000,3,10,0.000,1,4,0,1,1,1,4.900,0.000,44.600,6.250,41.350,91.550,0.000,878.000,90.000,815.800,1,1,1,1,1,0,1,1,1,4,0
2,67,60,1,32,93.000,1,21,0.000,0,4,0,1,1,0,18.850,0.000,32.000,42.750,0.000,1200.700,0.000,2189.800,2665.000,0.000,1,0,0,0,0,0,0,0,1,2,0
1,34,55,0,2,48.000,2,11,0.000,0,1,0,0,0,0,4.250,0.000,0.000,0.000,0.000,143.350,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,37,54,1,35,183.000,2,22,0.000,0,3,1,0,1,0,7.300,20.500,0.000,7.500,0.000,257.600,769.400,0.000,260.000,0.000,0,0,0,0,1,1,0,1,0,3,0
2,22,23,1,3,16.000,1,5,0.000,0,4,0,0,1,0,5.400,0.000,0.000,8.500,0.000,120.400,0.000,0.000,205.000,0.000,0,0,0,0,0,0,0,0,0,1,0
2,5,69,0,0,11.000,2,14,1.000,0,1,1,0,1,0,6.650,9.750,0.000,8.000,0.000,35.200,44.800,0.000,30.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,28,31,1,0,42.000,4,5,0.000,1,3,1,0,0,0,12.250,23.750,0.000,0.000,0.000,373.800,674.500,0.000,0.000,0.000,1,0,0,0,1,0,0,1,0,3,0
1,20,41,1,7,67.000,4,14,0.000,1,4,0,0,0,0,7.250,0.000,0.000,0.000,0.000,149.100,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,72,41,0,20,181.000,4,12,0.000,0,1,1,1,1,1,27.300,23.250,69.400,7.750,52.400,1963.950,1645.800,4980.800,520.000,3790.550,1,1,1,1,1,1,0,1,1,4,0
2,30,43,0,18,53.000,4,6,0.000,0,1,0,1,0,0,7.000,0.000,26.800,0.000,0.000,232.900,0.000,738.900,0.000,0.000,0,0,0,1,0,0,0,1,1,1,0
3,71,52,0,17,172.000,2,32,0.000,0,1,1,1,1,1,49.250,41.500,50.900,27.250,68.100,3599.300,3015.600,3469.150,1850.000,4828.200,1,1,1,1,1,1,1,1,0,4,0
2,56,44,0,24,87.000,2,19,0.000,0,1,1,0,1,0,14.750,42.250,0.000,16.250,0.000,822.250,2396.650,0.000,830.000,0.000,0,0,0,0,1,1,1,1,0,3,0
1,8,29,1,2,21.000,5,0,0.000,0,2,0,1,0,0,4.150,0.000,24.300,0.000,0.000,39.700,0.000,167.050,0.000,0.000,0,0,0,0,0,0,0,0,0,1,1
2,32,65,0,6,9.000,2,30,1.000,1,1,0,0,0,0,6.250,0.000,0.000,0.000,0.000,201.350,0.000,0.000,0.000,0.000,1,0,0,1,0,0,0,0,1,2,0
2,46,47,0,22,144.000,3,22,0.000,1,2,1,0,0,0,3.500,28.250,0.000,0.000,0.000,179.950,1284.550,0.000,0.000,0.000,0,0,0,0,0,1,1,1,0,3,1
3,60,45,1,23,117.000,4,11,0.000,0,3,1,1,1,1,12.400,28.000,51.700,19.500,52.900,755.700,1721.250,3035.750,1135.000,3094.650,1,1,1,1,1,1,1,1,1,4,0
2,42,32,1,0,59.000,4,4,0.000,1,6,1,1,1,1,16.700,38.250,53.450,22.750,72.600,681.500,1676.200,2253.950,880.000,2805.750,1,1,1,1,1,1,1,1,0,4,0
3,71,60,1,39,508.000,4,35,0.000,0,4,1,0,1,0,23.550,48.250,0.000,21.000,0.000,1665.600,3474.050,0.000,1465.000,0.000,1,1,1,0,1,1,1,1,0,4,0
2,72,63,1,40,222.000,2,43,1.000,1,2,1,0,1,0,81.550,62.250,0.000,15.500,0.000,5988.500,4439.250,0.000,1150.000,0.000,1,0,1,0,1,1,1,1,0,3,0
3,45,66,0,11,87.000,3,25,1.000,1,1,0,0,1,0,6.050,0.000,0.000,21.250,0.000,306.900,0.000,0.000,880.000,0.000,0,0,0,0,1,0,0,0,0,1,0
3,5,31,0,4,34.000,1,9,0.000,0,1,1,1,1,1,1.600,17.250,31.100,12.750,19.850,6.150,78.850,128.950,60.000,69.900,0,1,0,0,1,1,1,1,0,3,1
2,17,38,1,19,18.000,4,0,0.000,1,4,0,0,0,0,8.550,0.000,0.000,0.000,0.000,162.250,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,0,2,0
2,70,55,0,12,65.000,3,24,0.000,0,1,1,0,1,0,26.700,42.750,0.000,20.500,0.000,1874.250,2921.350,0.000,1465.000,0.000,1,1,0,0,1,1,1,1,0,3,0
3,57,57,1,19,130.000,3,27,0.000,1,2,0,1,1,0,13.550,0.000,30.650,12.750,0.000,849.000,0.000,1761.400,685.000,0.000,1,0,0,1,0,0,0,0,1,2,0
1,20,33,0,13,44.000,3,8,0.000,1,1,0,1,0,0,6.400,0.000,29.050,0.000,0.000,124.450,0.000,550.750,0.000,0.000,1,0,0,0,0,0,1,1,1,2,0
1,72,52,1,21,63.000,1,24,0.000,0,3,1,0,1,0,41.950,25.750,0.000,33.250,0.000,3114.750,1871.950,0.000,2305.000,0.000,1,0,0,0,1,1,1,1,0,3,0
3,32,50,0,28,57.000,4,20,0.000,0,1,1,0,1,1,4.600,38.500,0.000,37.750,23.500,123.000,1267.100,0.000,1205.000,707.400,0,0,0,0,1,1,1,1,0,3,0
3,22,57,1,7,264.000,1,35,0.000,1,2,0,0,1,0,3.000,0.000,0.000,6.000,0.000,68.350,0.000,0.000,105.000,0.000,0,0,0,0,1,0,1,1,0,3,0
2,6,24,0,2,28.000,1,5,0.000,0,2,1,0,1,0,4.400,9.000,0.000,28.250,0.000,35.100,57.800,0.000,155.000,0.000,0,0,0,0,1,1,1,1,0,3,1
3,32,23,1,2,26.000,3,1,0.000,1,6,1,1,1,0,11.000,24.000,31.100,28.250,0.000,325.000,796.950,856.200,880.000,0.000,1,1,0,1,1,1,1,1,0,4,0
1,38,33,0,3,38.000,4,0,0.000,0,1,0,1,1,0,10.950,0.000,27.200,12.250,0.000,412.800,0.000,958.850,465.000,0.000,1,0,0,1,0,0,0,0,1,2,0
1,53,35,0,15,59.000,3,5,0.000,1,1,1,0,1,0,16.850,23.250,0.000,18.500,0.000,888.450,1250.700,0.000,995.000,0.000,0,0,1,0,0,1,1,0,0,3,0
3,37,76,0,38,117.000,4,21,0.000,1,1,0,0,1,0,7.500,0.000,0.000,6.250,0.000,273.700,0.000,0.000,230.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,47,35,1,13,70.000,4,9,0.000,1,2,1,1,0,1,10.750,33.000,47.400,0.000,45.850,551.000,1556.200,2138.250,0.000,2168.400,1,1,1,1,1,1,0,1,1,4,1
3,69,59,0,37,104.000,2,13,0.000,0,1,1,0,1,0,16.000,30.500,0.000,13.750,0.000,1120.750,2104.650,0.000,925.000,0.000,1,1,0,0,1,1,1,1,0,3,0
3,63,56,0,17,71.000,3,18,0.000,1,1,0,0,1,0,18.400,0.000,0.000,24.750,0.000,1162.900,0.000,0.000,1510.000,0.000,0,0,0,0,0,0,0,1,0,1,0
1,61,34,1,0,70.000,3,7,0.000,1,3,1,1,1,1,18.850,30.000,51.950,18.750,47.300,1230.700,1820.300,3045.800,1095.000,2840.200,1,1,1,1,1,1,1,1,1,4,1
1,56,38,1,8,56.000,4,10,0.000,0,2,1,1,1,1,25.100,26.750,44.950,11.500,27.400,1418.350,1435.250,2451.850,645.000,1553.500,0,0,1,1,1,1,0,0,1,4,0
3,40,57,1,18,68.000,1,23,0.000,0,2,1,0,0,0,13.350,25.750,0.000,0.000,0.000,572.400,987.700,0.000,0.000,0.000,0,0,0,0,0,1,0,1,0,3,0
2,61,45,0,21,80.000,2,13,0.000,1,1,0,0,1,0,18.100,0.000,0.000,35.250,0.000,1114.750,0.000,0.000,2200.000,0.000,1,0,0,0,0,0,0,0,0,2,0
2,16,26,0,7,21.000,4,1,0.000,0,6,1,1,0,1,3.550,11.000,44.750,0.000,30.800,56.850,182.250,638.550,0.000,438.400,1,1,1,1,0,0,1,0,1,4,0
2,7,43,0,4,69.000,3,5,0.000,1,1,0,0,0,0,4.450,0.000,0.000,0.000,0.000,36.850,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,20,31,1,10,39.000,2,3,0.000,1,2,0,0,0,0,7.750,0.000,0.000,0.000,0.000,148.750,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
2,35,38,0,7,90.000,2,18,0.000,0,4,1,0,1,0,6.800,17.750,0.000,14.000,0.000,245.950,558.350,0.000,425.000,0.000,1,0,1,1,0,1,0,0,1,2,0
1,60,37,1,12,64.000,5,1,0.000,1,2,0,0,1,0,14.850,0.000,0.000,17.500,0.000,978.350,0.000,0.000,970.000,0.000,1,0,0,0,0,0,0,0,0,2,0
2,47,25,0,2,28.000,2,6,0.000,0,1,1,1,1,1,7.750,19.750,35.150,17.000,31.150,315.900,859.600,1535.050,770.000,1448.400,0,1,1,0,1,1,1,1,1,4,0
2,33,28,1,3,24.000,2,0,0.000,1,6,0,0,1,0,7.500,0.000,0.000,15.750,0.000,224.250,0.000,0.000,485.000,0.000,0,0,0,0,0,0,0,0,1,1,0
3,12,34,0,2,44.000,2,7,0.000,0,1,0,0,0,0,4.050,0.000,0.000,0.000,0.000,48.850,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,10,31,0,0,32.000,4,7,0.000,1,2,0,1,0,0,5.400,0.000,28.350,0.000,0.000,60.150,0.000,253.350,0.000,0.000,1,0,1,1,0,0,0,0,1,2,1
2,69,33,1,9,52.000,4,9,0.000,1,3,0,0,1,0,29.950,0.000,0.000,29.000,0.000,2142.800,0.000,0.000,1915.000,0.000,1,0,0,0,0,0,1,1,0,3,0
1,23,20,0,1,15.000,3,0,0.000,1,1,0,0,0,0,7.500,0.000,0.000,0.000,0.000,199.650,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,0,2,0
1,53,31,0,10,46.000,3,6,0.000,0,2,1,1,1,0,27.100,18.500,42.500,37.500,0.000,1408.350,935.000,2297.850,2015.000,0.000,1,0,1,1,0,0,0,0,0,2,0
2,60,57,1,14,107.000,2,33,0.000,1,2,1,0,1,1,17.550,30.750,0.000,21.250,46.700,1035.200,1863.150,0.000,1245.000,2640.000,1,0,1,0,1,1,1,1,0,3,0
2,33,33,0,7,56.000,2,11,0.000,0,1,0,0,1,0,13.450,0.000,0.000,16.000,0.000,470.900,0.000,0.000,470.000,0.000,0,0,0,0,0,1,0,0,0,1,0
3,67,40,1,21,40.000,4,7,0.000,1,4,0,1,1,1,24.350,0.000,46.600,15.250,37.450,1585.850,0.000,3013.250,1015.000,2396.150,1,1,1,1,1,0,1,0,1,4,0
3,15,38,1,5,56.000,3,13,0.000,0,3,1,0,1,0,5.400,18.000,0.000,15.000,0.000,76.750,274.950,0.000,225.000,0.000,0,0,0,0,1,1,1,0,0,3,0
3,64,31,1,5,46.000,2,7,0.000,1,4,0,1,1,1,24.150,0.000,34.800,17.750,33.200,1546.550,0.000,2214.100,1115.000,2148.150,1,1,0,1,0,0,1,0,1,2,0
2,46,49,1,13,51.000,2,21,0.000,0,2,0,0,1,0,7.250,0.000,0.000,21.750,0.000,329.950,0.000,0.000,945.000,0.000,0,0,0,0,0,0,0,0,0,1,1
2,72,60,1,33,12.000,1,20,1.000,0,3,1,0,1,1,53.750,68.500,0.000,10.250,43.950,3776.100,4938.600,0.000,780.000,3102.200,1,1,1,0,1,1,1,1,0,4,0
1,61,43,1,6,34.000,5,6,0.000,0,3,1,1,1,1,25.050,39.000,56.800,32.750,51.000,1541.900,2536.100,3279.900,1980.000,3182.650,1,1,1,1,1,1,1,1,1,4,1
3,54,27,0,3,27.000,2,6,0.000,1,5,1,1,1,1,12.400,35.000,48.300,5.750,43.500,660.850,1919.750,2484.300,315.000,2259.800,1,1,1,1,1,1,0,1,1,4,0
3,28,36,0,3,42.000,3,7,0.000,1,1,1,0,1,0,12.900,28.250,0.000,14.000,0.000,363.650,820.150,0.000,370.000,0.000,0,0,0,1,1,1,1,1,0,3,0
2,28,38,0,8,119.000,5,2,0.000,0,3,0,1,0,1,5.050,0.000,46.900,0.000,42.650,141.950,0.000,1262.700,0.000,1189.900,1,1,1,1,0,0,0,1,1,4,1
2,32,43,0,13,146.000,1,27,0.000,1,1,1,0,1,1,18.300,33.500,0.000,15.500,17.450,546.350,1090.650,0.000,510.000,559.450,0,0,0,0,1,1,1,1,0,3,0
2,52,46,0,17,51.000,2,13,0.000,1,3,0,0,1,0,12.500,0.000,0.000,15.000,0.000,638.700,0.000,0.000,755.000,0.000,1,0,0,0,0,0,0,0,0,2,0
1,48,62,0,33,86.000,1,22,1.000,1,1,1,1,1,1,16.350,33.500,38.950,18.750,30.600,729.300,1613.600,1763.100,920.000,1408.500,0,1,0,0,1,1,1,1,1,3,0
3,52,42,1,17,27.000,3,8,0.000,1,2,1,0,1,0,19.650,31.000,0.000,19.750,0.000,1008.800,1661.300,0.000,1050.000,0.000,0,0,0,1,1,1,1,1,0,3,0
1,37,43,0,8,38.000,3,9,0.000,0,1,0,0,0,0,8.100,0.000,0.000,0.000,0.000,289.750,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,0,2,0
1,41,52,0,26,928.000,3,29,0.000,0,3,1,0,1,0,7.650,25.000,0.000,13.500,0.000,344.000,1060.650,0.000,465.000,0.000,0,1,0,0,1,1,1,1,0,3,0
2,43,27,1,3,21.000,2,1,0.000,1,3,0,0,1,0,12.650,0.000,0.000,16.500,0.000,558.850,0.000,0.000,760.000,0.000,1,0,0,0,0,0,0,0,0,2,0
3,67,60,0,24,24.000,1,6,0.000,1,1,0,0,1,0,25.100,0.000,0.000,21.500,0.000,1659.100,0.000,0.000,1530.000,0.000,1,1,0,0,0,0,1,1,0,3,0
3,61,52,1,30,91.000,1,25,0.000,1,2,0,0,1,0,13.800,0.000,0.000,47.000,0.000,840.150,0.000,0.000,2790.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,70,39,1,20,38.000,2,8,0.000,1,4,1,0,1,0,30.300,26.500,0.000,51.250,0.000,2201.000,1981.650,0.000,3450.000,0.000,1,0,0,0,1,0,0,1,0,3,0
3,44,32,1,1,96.000,4,5,0.000,1,4,1,1,1,1,5.250,22.000,61.950,8.750,57.800,213.450,951.950,2803.500,360.000,2451.600,1,1,1,1,1,1,1,1,1,4,0
3,46,45,0,12,96.000,3,17,0.000,0,1,0,1,1,0,10.950,0.000,24.500,9.750,0.000,504.300,0.000,1032.750,410.000,0.000,1,0,0,1,0,0,0,0,1,2,0
3,39,34,0,2,54.000,3,5,0.000,0,1,0,0,1,0,6.500,0.000,0.000,13.250,0.000,265.450,0.000,0.000,460.000,0.000,0,0,0,0,0,0,0,0,0,1,0
2,39,59,0,20,1668.000,4,27,0.000,1,1,1,0,0,0,8.200,15.000,0.000,0.000,0.000,303.950,595.600,0.000,0.000,0.000,1,1,0,1,1,1,0,0,0,2,0
2,50,29,1,10,53.000,4,0,0.000,1,4,1,1,1,1,13.200,46.000,53.150,11.500,46.400,593.350,2412.650,2499.000,540.000,2280.000,1,1,1,0,1,1,1,1,0,4,0
3,5,31,0,1,21.000,3,1,0.000,1,2,0,0,0,0,2.600,0.000,0.000,0.000,0.000,16.100,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,1,1,1
2,10,34,0,1,52.000,5,3,0.000,1,1,0,1,0,1,4.300,0.000,32.550,0.000,25.400,47.450,0.000,332.000,0.000,255.700,1,0,0,1,0,0,0,0,1,2,1
1,72,69,0,45,17.000,3,36,1.000,1,1,0,0,1,0,38.200,0.000,0.000,28.250,0.000,2751.650,0.000,0.000,2005.000,0.000,1,0,0,0,0,0,0,0,0,2,0
2,68,60,0,40,262.000,2,39,0.000,1,1,0,0,1,0,31.600,0.000,0.000,26.000,0.000,2112.250,0.000,0.000,1690.000,0.000,1,0,0,0,1,1,1,0,0,3,0
3,58,28,0,5,34.000,5,1,0.000,1,1,0,1,1,0,19.900,0.000,41.700,23.750,0.000,1144.600,0.000,2275.700,1335.000,0.000,1,1,1,1,0,0,0,0,1,2,0
3,18,44,1,10,107.000,1,19,0.000,1,7,0,0,0,0,2.250,0.000,0.000,0.000,0.000,41.800,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,65,45,1,25,67.000,5,13,0.000,1,2,1,1,1,0,9.850,20.750,27.650,36.000,0.000,671.200,1391.850,1729.200,2305.000,0.000,1,0,0,0,0,1,0,1,0,3,0
3,8,45,0,1,37.000,4,0,0.000,0,1,0,1,0,0,4.650,0.000,32.050,0.000,0.000,64.450,0.000,207.850,0.000,0.000,1,0,0,1,0,0,0,0,1,2,1
2,1,20,0,1,21.000,2,0,0.000,1,2,0,1,0,0,0.900,0.000,23.850,0.000,0.000,0.900,0.000,23.850,0.000,0.000,0,1,1,0,1,0,0,0,1,1,1
3,42,58,0,7,22.000,1,4,0.000,1,1,0,0,0,0,3.600,0.000,0.000,0.000,0.000,166.750,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,0,2,0
1,4,25,1,3,71.000,3,3,0.000,1,5,0,1,0,0,3.600,0.000,28.700,0.000,0.000,14.950,0.000,110.150,0.000,0.000,0,1,0,1,0,0,0,0,1,1,0
3,17,35,0,4,77.000,3,8,0.000,1,1,1,0,0,0,8.100,15.000,0.000,0.000,0.000,144.400,251.100,0.000,0.000,0.000,0,0,0,0,1,1,1,0,0,3,0
2,8,24,1,1,18.000,4,0,0.000,1,5,1,1,1,1,2.950,17.000,39.300,20.000,34.300,16.800,134.250,296.700,165.000,260.800,0,1,1,1,1,1,1,1,1,4,1
1,49,37,1,17,50.000,2,12,0.000,1,2,0,0,1,0,4.200,0.000,0.000,16.500,0.000,243.100,0.000,0.000,800.000,0.000,1,0,0,0,0,0,0,0,0,2,0
